entry_date,status,skip_reason,expiry_date,next_trading_day,spot_signal_timestamp,spot_signal_close,spot_sma_25,spot_signal_relation,atm_strike,sold_side,sold_contract_name,sold_option_entry_timestamp,sold_option_entry_open,sold_option_exit_timestamp,sold_option_exit_open,hedge_strike,hedge_contract_name,hedge_option_entry_timestamp,hedge_option_entry_open,hedge_option_exit_timestamp,hedge_option_exit_open,gross_pnl,brokerage,net_pnl,remarks
2025-04-01,TRADED,,2025-04-03,2025-04-02,2025-04-01T15:15:00+05:30,23179.7,23249.91,BELOW_SMA,23200,CE,NIFTY_23200_CE_03_APR_25.csv,2025-04-01T15:29:00+05:30,106.4,2025-04-02T09:16:00+05:30,108.6,23400,NIFTY_23400_CE_03_APR_25.csv,2025-04-01T15:29:00+05:30,31.05,2025-04-02T09:16:00+05:30,30.4,-4452.50,100.00,-4552.50,
2025-04-02,TRADED,,2025-04-03,2025-04-03,2025-04-02T15:15:00+05:30,23330.8,23278.42,ABOVE_SMA,23350,PE,NIFTY_23350_PE_03_APR_25.csv,2025-04-02T15:29:00+05:30,93.95,2025-04-03T09:16:00+05:30,181.5,23150,NIFTY_23150_PE_03_APR_25.csv,2025-04-02T15:29:00+05:30,27.85,2025-04-03T09:16:00+05:30,53.6,-42770.00,100.00,-42870.00,
2025-04-03,TRADED,,2025-04-09,2025-04-04,2025-04-03T15:15:00+05:30,23241.6,23265.57,BELOW_SMA,23250,CE,NIFTY_23250_CE_09_APR_25.csv,2025-04-03T15:29:00+05:30,155.05,2025-04-04T09:16:00+05:30,99.05,23450,NIFTY_23450_CE_09_APR_25.csv,2025-04-03T15:29:00+05:30,72.45,2025-04-04T09:16:00+05:30,43.3,14852.50,100.00,14752.50,
2025-04-04,TRADED,,2025-04-09,2025-04-07,2025-04-04T15:15:00+05:30,22912.05,22953.71,BELOW_SMA,22900,CE,NIFTY_22900_CE_09_APR_25.csv,2025-04-04T15:29:00+05:30,116.0,2025-04-07T09:16:00+05:30,20.95,23100,NIFTY_23100_CE_09_APR_25.csv,2025-04-04T15:29:00+05:30,43.35,2025-04-07T09:16:00+05:30,7.9,36140.00,100.00,36040.00,
2025-04-07,TRADED,,2025-04-09,2025-04-08,2025-04-07T15:15:00+05:30,22238.0,21984.42,ABOVE_SMA,22250,PE,NIFTY_22250_PE_09_APR_25.csv,2025-04-07T15:29:00+05:30,288.8,2025-04-08T09:16:00+05:30,100.45,22050,NIFTY_22050_PE_09_APR_25.csv,2025-04-07T15:29:00+05:30,232.8,2025-04-08T09:16:00+05:30,66.0,11407.50,100.00,11307.50,
2025-04-08,TRADED,,2025-04-09,2025-04-09,2025-04-08T15:15:00+05:30,22547.2,22516.34,ABOVE_SMA,22550,PE,NIFTY_22550_PE_09_APR_25.csv,2025-04-08T15:29:00+05:30,165.4,2025-04-09T09:16:00+05:30,233.8,22350,NIFTY_22350_PE_09_APR_25.csv,2025-04-08T15:29:00+05:30,105.9,2025-04-09T09:16:00+05:30,130.94,-30784.00,100.00,-30884.00,
2025-04-09,TRADED,,2025-04-17,2025-04-11,2025-04-09T15:15:00+05:30,22420.4,22408.67,ABOVE_SMA,22400,PE,NIFTY_22400_PE_17_APR_25.csv,2025-04-09T15:29:00+05:30,278.0,2025-04-11T09:16:00+05:30,113.45,22200,NIFTY_22200_PE_17_APR_25.csv,2025-04-09T15:29:00+05:30,209.35,2025-04-11T09:16:00+05:30,79.95,20247.50,100.00,20147.50,
2025-04-11,TRADED,,2025-04-17,2025-04-15,2025-04-11T15:15:00+05:30,22844.5,22841.92,ABOVE_SMA,22850,PE,NIFTY_22850_PE_17_APR_25.csv,2025-04-11T15:29:00+05:30,231.95,2025-04-15T09:16:00+05:30,39.9,22650,NIFTY_22650_PE_17_APR_25.csv,2025-04-11T15:29:00+05:30,156.44,2025-04-15T09:16:00+05:30,22.2,34976.50,100.00,34876.50,
2025-04-15,TRADED,,2025-04-17,2025-04-16,2025-04-15T15:15:00+05:30,23344.1,23319.80,ABOVE_SMA,23350,PE,NIFTY_23350_PE_17_APR_25.csv,2025-04-15T15:29:00+05:30,109.9,2025-04-16T09:16:00+05:30,125.55,23150,NIFTY_23150_PE_17_APR_25.csv,2025-04-15T15:29:00+05:30,40.0,2025-04-16T09:16:00+05:30,34.5,-16347.50,100.00,-16447.50,
2025-04-16,TRADED,,2025-04-17,2025-04-17,2025-04-16T15:15:00+05:30,23433.3,23355.16,ABOVE_SMA,23450,PE,NIFTY_23450_PE_17_APR_25.csv,2025-04-16T15:29:00+05:30,112.5,2025-04-17T09:16:00+05:30,109.3,23250,NIFTY_23250_PE_17_APR_25.csv,2025-04-16T15:29:00+05:30,26.25,2025-04-17T09:16:00+05:30,10.65,-10660.00,100.00,-10760.00,
2025-04-17,TRADED,,2025-04-24,2025-04-21,2025-04-17T15:15:00+05:30,23837.75,23636.06,ABOVE_SMA,23850,PE,NIFTY_23850_PE_24_APR_25.csv,2025-04-17T15:29:00+05:30,193.65,2025-04-21T09:16:00+05:30,114.6,23650,NIFTY_23650_PE_24_APR_25.csv,2025-04-17T15:29:00+05:30,120.85,2025-04-21T09:16:00+05:30,61.7,10335.00,100.00,10235.00,
2025-04-21,TRADED,,2025-04-24,2025-04-22,2025-04-21T15:15:00+05:30,24121.2,24112.33,ABOVE_SMA,24100,PE,NIFTY_24100_PE_24_APR_25.csv,2025-04-21T15:29:00+05:30,98.9,2025-04-22T09:16:00+05:30,90.4,23900,NIFTY_23900_PE_24_APR_25.csv,2025-04-21T15:29:00+05:30,44.25,2025-04-22T09:16:00+05:30,34.85,-3185.00,100.00,-3285.00,
2025-04-22,TRADED,,2025-04-24,2025-04-23,2025-04-22T15:15:00+05:30,24134.05,24187.02,BELOW_SMA,24150,CE,NIFTY_24150_CE_24_APR_25.csv,2025-04-22T15:29:00+05:30,102.75,2025-04-23T09:16:00+05:30,170.8,24350,NIFTY_24350_CE_24_APR_25.csv,2025-04-22T15:29:00+05:30,34.0,2025-04-23T09:16:00+05:30,59.55,-30225.00,100.00,-30325.00,
2025-04-23,TRADED,,2025-04-24,2025-04-24,2025-04-23T15:15:00+05:30,24300.85,24254.51,ABOVE_SMA,24300,PE,NIFTY_24300_PE_24_APR_25.csv,2025-04-23T15:29:00+05:30,59.6,2025-04-24T09:16:00+05:30,60.6,24100,NIFTY_24100_PE_24_APR_25.csv,2025-04-23T15:29:00+05:30,14.05,2025-04-24T09:16:00+05:30,8.6,-6792.50,100.00,-6892.50,
2025-04-24,TRADED,,2025-04-30,2025-04-25,2025-04-24T15:15:00+05:30,24245.05,24260.66,BELOW_SMA,24250,CE,NIFTY_24250_CE_30_APR_25.csv,2025-04-24T15:29:00+05:30,205.35,2025-04-25T09:16:00+05:30,250.15,24450,NIFTY_24450_CE_30_APR_25.csv,2025-04-24T15:29:00+05:30,111.1,2025-04-25T09:16:00+05:30,137.85,-14332.50,100.00,-14432.50,
2025-04-25,TRADED,,2025-04-30,2025-04-28,2025-04-25T15:15:00+05:30,23991.65,24025.77,BELOW_SMA,24000,CE,NIFTY_24000_CE_30_APR_25.csv,2025-04-25T15:29:00+05:30,171.4,2025-04-28T09:16:00+05:30,217.8,24200,NIFTY_24200_CE_30_APR_25.csv,2025-04-25T15:29:00+05:30,84.15,2025-04-28T09:16:00+05:30,106.55,-18200.00,100.00,-18300.00,
2025-04-28,TRADED,,2025-04-30,2025-04-29,2025-04-28T15:15:00+05:30,24312.9,24285.76,ABOVE_SMA,24300,PE,NIFTY_24300_PE_30_APR_25.csv,2025-04-28T15:29:00+05:30,81.09,2025-04-29T09:16:00+05:30,41.35,24100,NIFTY_24100_PE_30_APR_25.csv,2025-04-28T15:29:00+05:30,38.1,2025-04-29T09:16:00+05:30,18.05,10198.50,100.00,10098.50,
2025-04-29,TRADED,,2025-04-30,2025-04-30,2025-04-29T15:15:00+05:30,24325.45,24345.77,BELOW_SMA,24350,CE,NIFTY_24350_CE_30_APR_25.csv,2025-04-29T15:29:00+05:30,39.15,2025-04-30T09:16:00+05:30,16.5,24550,NIFTY_24550_CE_30_APR_25.csv,2025-04-29T15:29:00+05:30,8.85,2025-04-30T09:16:00+05:30,4.25,9132.50,100.00,9032.50,
2025-04-30,TRADED,,2025-05-08,2025-05-02,2025-04-30T15:15:00+05:30,24246.25,24338.16,BELOW_SMA,24250,CE,NIFTY_24250_CE_08_MAY_25.csv,2025-04-30T15:29:00+05:30,274.2,2025-05-02T09:16:00+05:30,336.8,24450,NIFTY_24450_CE_08_MAY_25.csv,2025-04-30T15:29:00+05:30,162.6,2025-05-02T09:16:00+05:30,208.6,-13390.00,100.00,-13490.00,
2025-05-02,TRADED,,2025-05-08,2025-05-05,2025-05-02T15:15:00+05:30,24313.65,24389.81,BELOW_SMA,24300,CE,NIFTY_24300_CE_08_MAY_25.csv,2025-05-02T15:29:00+05:30,168.8,2025-05-05T09:16:00+05:30,225.15,24500,NIFTY_24500_CE_08_MAY_25.csv,2025-05-02T15:29:00+05:30,78.8,2025-05-05T09:16:00+05:30,108.95,-19630.00,100.00,-19730.00,
2025-05-05,TRADED,,2025-05-08,2025-05-06,2025-05-05T15:15:00+05:30,24459.5,24467.32,BELOW_SMA,24450,CE,NIFTY_24450_CE_08_MAY_25.csv,2025-05-05T15:29:00+05:30,109.05,2025-05-06T09:16:00+05:30,101.45,24650,NIFTY_24650_CE_08_MAY_25.csv,2025-05-05T15:29:00+05:30,32.6,2025-05-06T09:16:00+05:30,30.7,1105.00,100.00,1005.00,
2025-05-06,TRADED,,2025-05-08,2025-05-07,2025-05-06T15:15:00+05:30,24335.9,24388.45,BELOW_SMA,24350,CE,NIFTY_24350_CE_08_MAY_25.csv,2025-05-06T15:29:00+05:30,73.9,2025-05-07T09:16:00+05:30,88.95,24550,NIFTY_24550_CE_08_MAY_25.csv,2025-05-06T15:29:00+05:30,15.65,2025-05-07T09:16:00+05:30,17.39,-11251.50,100.00,-11351.50,
2025-05-07,TRADED,,2025-05-08,2025-05-08,2025-05-07T15:15:00+05:30,24409.3,24378.63,ABOVE_SMA,24400,PE,NIFTY_24400_PE_08_MAY_25.csv,2025-05-07T15:29:00+05:30,66.34,2025-05-08T09:16:00+05:30,29.25,24200,NIFTY_24200_PE_08_MAY_25.csv,2025-05-07T15:29:00+05:30,26.95,2025-05-08T09:16:00+05:30,5.55,7598.50,100.00,7498.50,
2025-05-08,TRADED,,2025-05-15,2025-05-09,2025-05-08T15:15:00+05:30,24154.1,24365.21,BELOW_SMA,24150,CE,NIFTY_24150_CE_15_MAY_25.csv,2025-05-08T15:29:00+05:30,272.45,2025-05-09T09:16:00+05:30,248.35,24350,NIFTY_24350_CE_15_MAY_25.csv,2025-05-08T15:29:00+05:30,158.05,2025-05-09T09:16:00+05:30,146.05,5265.00,100.00,5165.00,
2025-05-09,TRADED,,2025-05-15,2025-05-12,2025-05-09T15:15:00+05:30,24038.65,24023.40,ABOVE_SMA,24050,PE,NIFTY_24050_PE_15_MAY_25.csv,2025-05-09T15:29:00+05:30,246.1,2025-05-12T09:16:00+05:30,22.9,23850,NIFTY_23850_PE_15_MAY_25.csv,2025-05-09T15:29:00+05:30,177.0,2025-05-12T09:16:00+05:30,15.05,37212.50,100.00,37112.50,
2025-05-12,TRADED,,2025-05-15,2025-05-13,2025-05-12T15:15:00+05:30,24920.25,24769.59,ABOVE_SMA,24900,PE,NIFTY_24900_PE_15_MAY_25.csv,2025-05-12T15:29:00+05:30,176.3,2025-05-13T09:16:00+05:30,161.5,24700,NIFTY_24700_PE_15_MAY_25.csv,2025-05-12T15:29:00+05:30,113.4,2025-05-13T09:16:00+05:30,89.7,-8385.00,100.00,-8485.00,
2025-05-13,TRADED,,2025-05-15,2025-05-14,2025-05-13T15:15:00+05:30,24593.65,24671.45,BELOW_SMA,24600,CE,NIFTY_24600_CE_15_MAY_25.csv,2025-05-13T15:29:00+05:30,128.94,2025-05-14T09:16:00+05:30,115.0,24800,NIFTY_24800_CE_15_MAY_25.csv,2025-05-13T15:29:00+05:30,62.45,2025-05-14T09:16:00+05:30,46.85,-3679.00,100.00,-3779.00,
2025-05-14,TRADED,,2025-05-15,2025-05-15,2025-05-14T15:15:00+05:30,24685.75,24671.97,ABOVE_SMA,24700,PE,NIFTY_24700_PE_15_MAY_25.csv,2025-05-14T15:29:00+05:30,111.65,2025-05-15T09:16:00+05:30,104.25,24500,NIFTY_24500_PE_15_MAY_25.csv,2025-05-14T15:29:00+05:30,34.9,2025-05-15T09:16:00+05:30,30.15,-877.50,100.00,-977.50,
2025-05-15,TRADED,,2025-05-22,2025-05-16,2025-05-15T15:15:00+05:30,25035.3,24792.60,ABOVE_SMA,25050,PE,NIFTY_25050_PE_22_MAY_25.csv,2025-05-15T15:29:00+05:30,199.0,2025-05-16T09:16:00+05:30,205.65,24850,NIFTY_24850_PE_22_MAY_25.csv,2025-05-15T15:29:00+05:30,125.25,2025-05-16T09:16:00+05:30,126.65,-6012.50,100.00,-6112.50,
2025-05-16,TRADED,,2025-05-22,2025-05-19,2025-05-16T15:15:00+05:30,25013.1,25001.58,ABOVE_SMA,25000,PE,NIFTY_25000_PE_22_MAY_25.csv,2025-05-16T15:29:00+05:30,164.1,2025-05-19T09:16:00+05:30,179.5,24800,NIFTY_24800_PE_22_MAY_25.csv,2025-05-16T15:29:00+05:30,95.0,2025-05-19T09:16:00+05:30,102.65,-7637.50,100.00,-7737.50,
2025-05-19,TRADED,,2025-05-22,2025-05-20,2025-05-19T15:15:00+05:30,24935.35,24991.10,BELOW_SMA,24950,CE,NIFTY_24950_CE_22_MAY_25.csv,2025-05-19T15:29:00+05:30,142.5,2025-05-20T09:16:00+05:30,162.3,25150,NIFTY_25150_CE_22_MAY_25.csv,2025-05-19T15:29:00+05:30,70.75,2025-05-20T09:16:00+05:30,77.9,-10822.50,100.00,-10922.50,
2025-05-20,TRADED,,2025-05-22,2025-05-21,2025-05-20T15:15:00+05:30,24713.85,24824.80,BELOW_SMA,24700,CE,NIFTY_24700_CE_22_MAY_25.csv,2025-05-20T15:29:00+05:30,135.44,2025-05-21T09:16:00+05:30,130.9,24900,NIFTY_24900_CE_22_MAY_25.csv,2025-05-20T15:29:00+05:30,61.7,2025-05-21T09:16:00+05:30,51.45,-6311.50,100.00,-6411.50,
2025-05-21,TRADED,,2025-05-22,2025-05-22,2025-05-21T15:15:00+05:30,24800.95,24814.12,BELOW_SMA,24800,CE,NIFTY_24800_CE_22_MAY_25.csv,2025-05-21T15:29:00+05:30,96.8,2025-05-22T09:16:00+05:30,56.0,25000,NIFTY_25000_CE_22_MAY_25.csv,2025-05-21T15:29:00+05:30,38.0,2025-05-22T09:16:00+05:30,22.45,13812.50,100.00,13712.50,
2025-05-22,TRADED,,2025-05-29,2025-05-23,2025-05-22T15:15:00+05:30,24637.0,24573.45,ABOVE_SMA,24650,PE,NIFTY_24650_PE_29_MAY_25.csv,2025-05-22T15:29:00+05:30,191.0,2025-05-23T09:16:00+05:30,188.0,24450,NIFTY_24450_PE_29_MAY_25.csv,2025-05-22T15:29:00+05:30,112.45,2025-05-23T09:16:00+05:30,112.45,-650.00,100.00,-750.00,
2025-05-23,TRADED,,2025-05-29,2025-05-26,2025-05-23T15:15:00+05:30,24845.15,24844.74,ABOVE_SMA,24850,PE,NIFTY_24850_PE_29_MAY_25.csv,2025-05-23T15:29:00+05:30,190.15,2025-05-26T09:16:00+05:30,129.0,24650,NIFTY_24650_PE_29_MAY_25.csv,2025-05-23T15:29:00+05:30,114.6,2025-05-26T09:16:00+05:30,72.75,9945.00,100.00,9845.00,
2025-05-26,TRADED,,2025-05-29,2025-05-27,2025-05-26T15:15:00+05:30,24996.35,24995.95,ABOVE_SMA,25000,PE,NIFTY_25000_PE_29_MAY_25.csv,2025-05-26T15:29:00+05:30,188.7,2025-05-27T09:16:00+05:30,234.3,24800,NIFTY_24800_PE_29_MAY_25.csv,2025-05-26T15:29:00+05:30,112.65,2025-05-27T09:16:00+05:30,148.0,-9262.50,100.00,-9362.50,
2025-05-27,TRADED,,2025-05-29,2025-05-28,2025-05-27T15:15:00+05:30,24837.7,24831.57,ABOVE_SMA,24850,PE,NIFTY_24850_PE_29_MAY_25.csv,2025-05-27T15:29:00+05:30,175.65,2025-05-28T09:16:00+05:30,205.0,24650,NIFTY_24650_PE_29_MAY_25.csv,2025-05-27T15:29:00+05:30,90.95,2025-05-28T09:16:00+05:30,114.9,-6110.00,100.00,-6210.00,
2025-05-28,TRADED,,2025-05-29,2025-05-29,2025-05-28T15:15:00+05:30,24757.15,24773.97,BELOW_SMA,24750,CE,NIFTY_24750_CE_29_MAY_25.csv,2025-05-28T15:29:00+05:30,110.0,2025-05-29T09:16:00+05:30,177.8,24950,NIFTY_24950_CE_29_MAY_25.csv,2025-05-28T15:29:00+05:30,46.65,2025-05-29T09:16:00+05:30,68.7,-32337.50,100.00,-32437.50,
2025-05-29,TRADED,,2025-06-05,2025-05-30,2025-05-29T15:15:00+05:30,24880.85,24763.44,ABOVE_SMA,24900,PE,NIFTY_24900_PE_05_JUN_25.csv,2025-05-29T15:29:00+05:30,211.15,2025-05-30T09:16:00+05:30,232.15,24700,NIFTY_24700_PE_05_JUN_25.csv,2025-05-29T15:29:00+05:30,122.8,2025-05-30T09:16:00+05:30,137.4,-6760.00,100.00,-6860.00,
2025-05-30,TRADED,,2025-06-05,2025-06-02,2025-05-30T15:15:00+05:30,24736.65,24766.73,BELOW_SMA,24750,CE,NIFTY_24750_CE_05_JUN_25.csv,2025-05-30T15:29:00+05:30,222.8,2025-06-02T09:16:00+05:30,151.35,24950,NIFTY_24950_CE_05_JUN_25.csv,2025-05-30T15:29:00+05:30,135.0,2025-06-02T09:16:00+05:30,86.8,12512.50,100.00,12412.50,
2025-06-02,TRADED,,2025-06-05,2025-06-03,2025-06-02T15:15:00+05:30,24690.35,24658.64,ABOVE_SMA,24700,PE,NIFTY_24700_PE_05_JUN_25.csv,2025-06-02T15:29:00+05:30,213.35,2025-06-03T09:16:00+05:30,148.4,24500,NIFTY_24500_PE_05_JUN_25.csv,2025-06-02T15:29:00+05:30,127.15,2025-06-03T09:16:00+05:30,83.35,11147.50,100.00,11047.50,
2025-06-03,TRADED,,2025-06-05,2025-06-04,2025-06-03T15:15:00+05:30,24538.4,24598.05,BELOW_SMA,24550,CE,NIFTY_24550_CE_05_JUN_25.csv,2025-06-03T15:29:00+05:30,140.75,2025-06-04T09:16:00+05:30,157.1,24750,NIFTY_24750_CE_05_JUN_25.csv,2025-06-03T15:29:00+05:30,69.55,2025-06-04T09:16:00+05:30,75.0,-9685.00,100.00,-9785.00,
2025-06-04,TRADED,,2025-06-05,2025-06-05,2025-06-04T15:15:00+05:30,24612.0,24598.13,ABOVE_SMA,24600,PE,NIFTY_24600_PE_05_JUN_25.csv,2025-06-04T15:29:00+05:30,72.75,2025-06-05T09:16:00+05:30,32.4,24400,NIFTY_24400_PE_05_JUN_25.csv,2025-06-04T15:29:00+05:30,16.35,2025-06-05T09:16:00+05:30,6.8,17420.00,100.00,17320.00,
2025-06-05,TRADED,,2025-06-12,2025-06-06,2025-06-05T15:15:00+05:30,24761.1,24750.84,ABOVE_SMA,24750,PE,NIFTY_24750_PE_12_JUN_25.csv,2025-06-05T15:29:00+05:30,161.95,2025-06-06T09:16:00+05:30,182.25,24550,NIFTY_24550_PE_12_JUN_25.csv,2025-06-05T15:29:00+05:30,90.85,2025-06-06T09:16:00+05:30,103.45,-7605.00,100.00,-7705.00,
2025-06-06,TRADED,,2025-06-12,2025-06-09,2025-06-06T15:15:00+05:30,25000.3,24936.37,ABOVE_SMA,25000,PE,NIFTY_25000_PE_12_JUN_25.csv,2025-06-06T15:29:00+05:30,154.9,2025-06-09T09:16:00+05:30,108.4,24800,NIFTY_24800_PE_12_JUN_25.csv,2025-06-06T15:29:00+05:30,84.0,2025-06-09T09:16:00+05:30,53.4,7735.00,100.00,7635.00,
2025-06-09,TRADED,,2025-06-12,2025-06-10,2025-06-09T15:15:00+05:30,25103.1,25110.09,BELOW_SMA,25100,CE,NIFTY_25100_CE_12_JUN_25.csv,2025-06-09T15:29:00+05:30,138.3,2025-06-10T09:16:00+05:30,149.4,25300,NIFTY_25300_CE_12_JUN_25.csv,2025-06-09T15:29:00+05:30,59.8,2025-06-10T09:16:00+05:30,61.95,-8417.50,100.00,-8517.50,
2025-06-10,TRADED,,2025-06-12,2025-06-11,2025-06-10T15:15:00+05:30,25091.5,25124.96,BELOW_SMA,25100,CE,NIFTY_25100_CE_12_JUN_25.csv,2025-06-10T15:29:00+05:30,78.95,2025-06-11T09:16:00+05:30,72.2,25300,NIFTY_25300_CE_12_JUN_25.csv,2025-06-10T15:29:00+05:30,23.2,2025-06-11T09:16:00+05:30,18.85,-1040.00,100.00,-1140.00,
2025-06-11,TRADED,,2025-06-12,2025-06-12,2025-06-11T15:15:00+05:30,25126.8,25165.44,BELOW_SMA,25150,CE,NIFTY_25150_CE_12_JUN_25.csv,2025-06-11T15:29:00+05:30,58.5,2025-06-12T09:16:00+05:30,44.95,25350,NIFTY_25350_CE_12_JUN_25.csv,2025-06-11T15:29:00+05:30,13.9,2025-06-12T09:16:00+05:30,9.15,3120.00,100.00,3020.00,
2025-06-12,TRADED,,2025-06-19,2025-06-13,2025-06-12T15:15:00+05:30,24856.0,25004.30,BELOW_SMA,24850,CE,NIFTY_24850_CE_19_JUN_25.csv,2025-06-12T15:29:00+05:30,191.3,2025-06-13T09:16:00+05:30,92.55,25050,NIFTY_25050_CE_19_JUN_25.csv,2025-06-12T15:29:00+05:30,103.0,2025-06-13T09:16:00+05:30,46.15,24635.00,100.00,24535.00,
2025-06-13,TRADED,,2025-06-19,2025-06-16,2025-06-13T15:15:00+05:30,24735.55,24683.42,ABOVE_SMA,24750,PE,NIFTY_24750_PE_19_JUN_25.csv,2025-06-13T15:29:00+05:30,200.65,2025-06-16T09:16:00+05:30,141.1,24550,NIFTY_24550_PE_19_JUN_25.csv,2025-06-13T15:29:00+05:30,121.75,2025-06-16T09:16:00+05:30,74.7,5525.00,100.00,5425.00,
2025-06-16,TRADED,,2025-06-19,2025-06-17,2025-06-16T15:15:00+05:30,24940.95,24892.89,ABOVE_SMA,24950,PE,NIFTY_24950_PE_19_JUN_25.csv,2025-06-16T15:29:00+05:30,130.7,2025-06-17T09:16:00+05:30,137.95,24750,NIFTY_24750_PE_19_JUN_25.csv,2025-06-16T15:29:00+05:30,69.15,2025-06-17T09:16:00+05:30,67.05,-8677.50,100.00,-8777.50,
2025-06-17,TRADED,,2025-06-19,2025-06-18,2025-06-17T15:15:00+05:30,24841.5,24862.50,BELOW_SMA,24850,CE,NIFTY_24850_CE_19_JUN_25.csv,2025-06-17T15:29:00+05:30,98.8,2025-06-18T09:16:00+05:30,71.55,25050,NIFTY_25050_CE_19_JUN_25.csv,2025-06-17T15:29:00+05:30,30.9,2025-06-18T09:16:00+05:30,20.8,8547.50,100.00,8447.50,
2025-06-18,TRADED,,2025-06-19,2025-06-19,2025-06-18T15:15:00+05:30,24798.75,24823.27,BELOW_SMA,24800,CE,NIFTY_24800_CE_19_JUN_25.csv,2025-06-18T15:29:00+05:30,74.75,2025-06-19T09:16:00+05:30,42.35,25000,NIFTY_25000_CE_19_JUN_25.csv,2025-06-18T15:29:00+05:30,20.65,2025-06-19T09:16:00+05:30,11.1,12252.50,100.00,12152.50,
2025-06-19,TRADED,,2025-06-26,2025-06-20,2025-06-19T15:15:00+05:30,24744.7,24807.67,BELOW_SMA,24750,CE,NIFTY_24750_CE_26_JUN_25.csv,2025-06-19T15:29:00+05:30,205.5,2025-06-20T09:16:00+05:30,251.4,24950,NIFTY_24950_CE_26_JUN_25.csv,2025-06-19T15:29:00+05:30,109.95,2025-06-20T09:16:00+05:30,137.45,-14560.00,100.00,-14660.00,
2025-06-20,TRADED,,2025-06-26,2025-06-23,2025-06-20T15:15:00+05:30,25079.75,25007.03,ABOVE_SMA,25100,PE,NIFTY_25100_PE_26_JUN_25.csv,2025-06-20T15:29:00+05:30,157.7,2025-06-23T09:16:00+05:30,206.95,24900,NIFTY_24900_PE_26_JUN_25.csv,2025-06-20T15:29:00+05:30,88.2,2025-06-23T09:16:00+05:30,113.9,-17907.50,100.00,-18007.50,
2025-06-23,TRADED,,2025-06-26,2025-06-24,2025-06-23T15:15:00+05:30,24958.9,24950.38,ABOVE_SMA,24950,PE,NIFTY_24950_PE_26_JUN_25.csv,2025-06-23T15:29:00+05:30,117.8,2025-06-24T09:16:00+05:30,33.55,24750,NIFTY_24750_PE_26_JUN_25.csv,2025-06-23T15:29:00+05:30,60.1,2025-06-24T09:16:00+05:30,16.3,23692.50,100.00,23592.50,
2025-06-24,TRADED,,2025-06-26,2025-06-25,2025-06-24T15:15:00+05:30,25071.55,25173.15,BELOW_SMA,25050,CE,NIFTY_25050_CE_26_JUN_25.csv,2025-06-24T15:29:00+05:30,126.45,2025-06-25T09:16:00+05:30,150.4,25250,NIFTY_25250_CE_26_JUN_25.csv,2025-06-24T15:29:00+05:30,42.75,2025-06-25T09:16:00+05:30,50.1,-13390.00,100.00,-13490.00,
2025-06-25,TRADED,,2025-06-26,2025-06-26,2025-06-25T15:15:00+05:30,25236.35,25217.90,ABOVE_SMA,25250,PE,NIFTY_25250_PE_26_JUN_25.csv,2025-06-25T15:29:00+05:30,64.35,2025-06-26T09:16:00+05:30,35.05,25050,NIFTY_25050_PE_26_JUN_25.csv,2025-06-25T15:29:00+05:30,20.45,2025-06-26T09:16:00+05:30,9.2,9132.50,100.00,9032.50,
2025-06-26,TRADED,,2025-07-03,2025-06-27,2025-06-26T15:15:00+05:30,25530.4,25411.44,ABOVE_SMA,25550,PE,NIFTY_25550_PE_03_JUL_25.csv,2025-06-26T15:29:00+05:30,178.8,2025-06-27T09:16:00+05:30,127.35,25350,NIFTY_25350_PE_03_JUL_25.csv,2025-06-26T15:29:00+05:30,99.5,2025-06-27T09:16:00+05:30,67.75,10205.00,100.00,10105.00,
2025-06-27,TRADED,,2025-07-03,2025-06-30,2025-06-27T15:15:00+05:30,25632.45,25605.94,ABOVE_SMA,25650,PE,NIFTY_25650_PE_03_JUL_25.csv,2025-06-27T15:29:00+05:30,132.0,2025-06-30T09:16:00+05:30,123.75,25450,NIFTY_25450_PE_03_JUL_25.csv,2025-06-27T15:29:00+05:30,64.6,2025-06-30T09:16:00+05:30,57.5,-1852.50,100.00,-1952.50,
2025-06-30,TRADED,,2025-07-03,2025-07-01,2025-06-30T15:15:00+05:30,25507.45,25540.81,BELOW_SMA,25500,CE,NIFTY_25500_CE_03_JUL_25.csv,2025-06-30T15:29:00+05:30,142.4,2025-07-01T09:16:00+05:30,130.55,25700,NIFTY_25700_CE_03_JUL_25.csv,2025-06-30T15:29:00+05:30,60.85,2025-07-01T09:16:00+05:30,53.6,390.00,100.00,290.00,
2025-07-01,TRADED,,2025-07-03,2025-07-02,2025-07-01T15:15:00+05:30,25533.0,25537.07,BELOW_SMA,25550,CE,NIFTY_25550_CE_03_JUL_25.csv,2025-07-01T15:29:00+05:30,93.9,2025-07-02T09:16:00+05:30,101.05,25750,NIFTY_25750_CE_03_JUL_25.csv,2025-07-01T15:29:00+05:30,28.05,2025-07-02T09:16:00+05:30,26.4,-8320.00,100.00,-8420.00,
2025-07-02,TRADED,,2025-07-03,2025-07-03,2025-07-02T15:15:00+05:30,25442.85,25472.09,BELOW_SMA,25450,CE,NIFTY_25450_CE_03_JUL_25.csv,2025-07-02T15:29:00+05:30,65.35,2025-07-03T09:16:00+05:30,68.65,25650,NIFTY_25650_CE_03_JUL_25.csv,2025-07-02T15:29:00+05:30,15.1,2025-07-03T09:16:00+05:30,11.05,-7377.50,100.00,-7477.50,
